$id,$permissions,$createdAt,$updatedAt,user_id,day,org_id,unlocked_at,completed_at,notes
6985370c0037e76b1753,"[""read(\""user:697d1466001d26b71d4e\"")"",""update(\""user:697d1466001d26b71d4e\"")"",""delete(\""user:697d1466001d26b71d4e\"")""]",2026-02-06T00:34:25.181+00:00,2026-02-06T05:48:44.185+00:00,697d1466001d26b71d4e,1,697d14670000c97d9933,2026-02-06T00:34:18.322+00:00,2026-02-06T00:34:18.322+00:00,"Gracias
por todo"
69857d3c00168696c5fa,"[""read(\""user:697d1466001d26b71d4e\"")"",""update(\""user:697d1466001d26b71d4e\"")"",""delete(\""user:697d1466001d26b71d4e\"")""]",2026-02-06T05:33:48.505+00:00,2026-02-06T05:33:48.505+00:00,697d1466001d26b71d4e,5,697d14670000c97d9933,2026-02-06T05:33:48.216+00:00,2026-02-06T05:33:48.216+00:00,
69857d52003369c8bd4d,"[""read(\""user:697d1466001d26b71d4e\"")"",""update(\""user:697d1466001d26b71d4e\"")"",""delete(\""user:697d1466001d26b71d4e\"")""]",2026-02-06T05:34:10.887+00:00,2026-02-06T05:34:10.887+00:00,697d1466001d26b71d4e,2,697d14670000c97d9933,2026-02-06T05:34:10.683+00:00,2026-02-06T05:34:10.683+00:00,
69857ea900229a1c1e15,"[""read(\""user:697d1466001d26b71d4e\"")"",""update(\""user:697d1466001d26b71d4e\"")"",""delete(\""user:697d1466001d26b71d4e\"")""]",2026-02-06T05:39:53.731+00:00,2026-02-06T05:39:53.731+00:00,697d1466001d26b71d4e,3,697d14670000c97d9933,2026-02-06T05:39:53.370+00:00,2026-02-06T05:39:53.370+00:00,Notas
698580d9000626dcba3b,"[""read(\""user:697d1466001d26b71d4e\"")"",""update(\""user:697d1466001d26b71d4e\"")"",""delete(\""user:697d1466001d26b71d4e\"")""]",2026-02-06T05:49:13.315+00:00,2026-02-06T05:49:13.315+00:00,697d1466001d26b71d4e,4,697d14670000c97d9933,2026-02-06T05:49:12.964+00:00,2026-02-06T05:49:12.964+00:00,
6985a183003040fabb8f,"[""read(\""user:69859ad5002c0c84408d\"")"",""update(\""user:69859ad5002c0c84408d\"")"",""delete(\""user:69859ad5002c0c84408d\"")""]",2026-02-06T08:08:36.157+00:00,2026-02-06T15:29:54.912+00:00,69859ad5002c0c84408d,1,69858ad4001df83d4aee,2026-02-06T08:08:35.475+00:00,2026-02-06T08:08:35.475+00:00,"Poquito pero seguro, gjgg"
69866bd50007dbe97e0b,"[""read(\""user:698664a80001ecb7e01b\"")"",""update(\""user:698664a80001ecb7e01b\"")"",""delete(\""user:698664a80001ecb7e01b\"")""]",2026-02-06T22:31:49.465+00:00,2026-02-06T22:31:49.465+00:00,698664a80001ecb7e01b,1,69856d49001238acbf3e,2026-02-06T22:31:48.675+00:00,2026-02-06T22:31:48.675+00:00,
69866be3000d34a6777f,"[""read(\""user:698664a30026681c2b05\"")"",""update(\""user:698664a30026681c2b05\"")"",""delete(\""user:698664a30026681c2b05\"")""]",2026-02-06T22:32:03.580+00:00,2026-02-06T22:32:03.580+00:00,698664a30026681c2b05,1,69856d49001238acbf3e,2026-02-06T22:32:02.898+00:00,2026-02-06T22:32:02.898+00:00,
69866be400032744ea77,"[""read(\""user:698665b000366a87a2f0\"")"",""update(\""user:698665b000366a87a2f0\"")"",""delete(\""user:698665b000366a87a2f0\"")""]",2026-02-06T22:32:04.508+00:00,2026-02-06T22:32:04.508+00:00,698665b000366a87a2f0,1,69856d49001238acbf3e,2026-02-06T22:32:03.816+00:00,2026-02-06T22:32:03.816+00:00,
69866c13002780408a7a,"[""read(\""user:69866490001ebcf9b432\"")"",""update(\""user:69866490001ebcf9b432\"")"",""delete(\""user:69866490001ebcf9b432\"")""]",2026-02-06T22:32:51.978+00:00,2026-02-06T22:32:51.978+00:00,69866490001ebcf9b432,1,69856d49001238acbf3e,2026-02-06T22:32:51.373+00:00,2026-02-06T22:32:51.373+00:00,
698673440029fef0afa6,"[""read(\""user:69867155001df82b6736\"")"",""update(\""user:69867155001df82b6736\"")"",""delete(\""user:69867155001df82b6736\"")""]",2026-02-06T23:03:33.737+00:00,2026-02-06T23:03:33.737+00:00,69867155001df82b6736,1,69856d49001238acbf3e,2026-02-06T23:03:32.327+00:00,2026-02-06T23:03:32.327+00:00,
6989ecfe0007474dc6ef,"[""read(\""user:698664a80001ecb7e01b\"")"",""update(\""user:698664a80001ecb7e01b\"")"",""delete(\""user:698664a80001ecb7e01b\"")""]",2026-02-09T14:19:42.441+00:00,2026-02-09T14:19:42.441+00:00,698664a80001ecb7e01b,2,69856d49001238acbf3e,2026-02-09T14:19:41.738+00:00,2026-02-09T14:19:41.738+00:00,Agregar a mis gastos gym y uñas para contemplarlo en el orden de gastos
698a5a6f001e7c6e26cb,"[""read(\""user:698664a8000e309b357f\"")"",""update(\""user:698664a8000e309b357f\"")"",""delete(\""user:698664a8000e309b357f\"")""]",2026-02-09T22:06:39.844+00:00,2026-02-09T22:06:39.844+00:00,698664a8000e309b357f,2,69856d49001238acbf3e,2026-02-09T22:06:39.176+00:00,2026-02-09T22:06:39.176+00:00,"Renta 8 mil pesos 
Hipoteca 5 mil pesos 
Comida 3 mil 
Entretenimiento 169
Gasolina 2,400"
698a5b4d00130103bda4,"[""read(\""user:698664a30026681c2b05\"")"",""update(\""user:698664a30026681c2b05\"")"",""delete(\""user:698664a30026681c2b05\"")""]",2026-02-09T22:10:21.780+00:00,2026-02-09T22:10:21.780+00:00,698664a30026681c2b05,2,69856d49001238acbf3e,2026-02-09T22:10:20.898+00:00,2026-02-09T22:10:20.898+00:00,
698a61ac0003cb4bf259,"[""read(\""user:698665b000366a87a2f0\"")"",""update(\""user:698665b000366a87a2f0\"")"",""delete(\""user:698665b000366a87a2f0\"")""]",2026-02-09T22:37:32.429+00:00,2026-02-09T22:37:32.429+00:00,698665b000366a87a2f0,2,69856d49001238acbf3e,2026-02-09T22:37:31.586+00:00,2026-02-09T22:37:31.586+00:00,
698a932000119c72111b,"[""read(\""user:69866490001ebcf9b432\"")"",""update(\""user:69866490001ebcf9b432\"")"",""delete(\""user:69866490001ebcf9b432\"")""]",2026-02-10T02:08:32.644+00:00,2026-02-10T02:08:32.644+00:00,69866490001ebcf9b432,2,69856d49001238acbf3e,2026-02-10T02:08:31.903+00:00,2026-02-10T02:08:31.903+00:00,
698b40b300305a2358d4,"[""read(\""user:698664a80001ecb7e01b\"")"",""update(\""user:698664a80001ecb7e01b\"")"",""delete(\""user:698664a80001ecb7e01b\"")""]",2026-02-10T14:29:08.106+00:00,2026-02-10T14:29:08.106+00:00,698664a80001ecb7e01b,3,69856d49001238acbf3e,2026-02-10T14:29:07.385+00:00,2026-02-10T14:29:07.385+00:00,
698b5e7d000281777914,"[""read(\""user:698665b000366a87a2f0\"")"",""update(\""user:698665b000366a87a2f0\"")"",""delete(\""user:698665b000366a87a2f0\"")""]",2026-02-10T16:36:13.468+00:00,2026-02-10T16:36:13.468+00:00,698665b000366a87a2f0,3,69856d49001238acbf3e,2026-02-10T16:36:12.528+00:00,2026-02-10T16:36:12.528+00:00,
698b652a001141ba2c29,"[""read(\""user:698664a30026681c2b05\"")"",""update(\""user:698664a30026681c2b05\"")"",""delete(\""user:698664a30026681c2b05\"")""]",2026-02-10T17:04:42.719+00:00,2026-02-10T17:04:42.719+00:00,698664a30026681c2b05,3,69856d49001238acbf3e,2026-02-10T17:04:41.874+00:00,2026-02-10T17:04:41.874+00:00,
698c9fdd0006fe841033,"[""read(\""user:698664a80001ecb7e01b\"")"",""update(\""user:698664a80001ecb7e01b\"")"",""delete(\""user:698664a80001ecb7e01b\"")""]",2026-02-11T15:27:25.486+00:00,2026-02-11T15:27:25.486+00:00,698664a80001ecb7e01b,4,69856d49001238acbf3e,2026-02-11T15:27:24.272+00:00,2026-02-11T15:27:24.272+00:00,
698caba0003661c03266,"[""read(\""user:698665b000366a87a2f0\"")"",""update(\""user:698665b000366a87a2f0\"")"",""delete(\""user:698665b000366a87a2f0\"")""]",2026-02-11T16:17:37.265+00:00,2026-02-11T16:17:37.265+00:00,698665b000366a87a2f0,4,69856d49001238acbf3e,2026-02-11T16:17:36.566+00:00,2026-02-11T16:17:36.566+00:00,
698ceb0e0017dceca534,"[""read(\""user:69866490001ebcf9b432\"")"",""update(\""user:69866490001ebcf9b432\"")"",""delete(\""user:69866490001ebcf9b432\"")""]",2026-02-11T20:48:14.937+00:00,2026-02-11T20:48:14.937+00:00,69866490001ebcf9b432,3,69856d49001238acbf3e,2026-02-11T20:48:14.051+00:00,2026-02-11T20:48:14.051+00:00,
698ddfee00120b97d425,"[""read(\""user:698664a80001ecb7e01b\"")"",""update(\""user:698664a80001ecb7e01b\"")"",""delete(\""user:698664a80001ecb7e01b\"")""]",2026-02-12T14:13:02.638+00:00,2026-02-12T14:14:46.364+00:00,698664a80001ecb7e01b,5,69856d49001238acbf3e,2026-02-12T14:13:01.662+00:00,2026-02-12T14:13:01.662+00:00,"Reducir: 
Regalos para mi misma 
Gastos más de 2,000 comida 
Compras TDC"
698de3bf0025b175a3fa,"[""read(\""user:698665b000366a87a2f0\"")"",""update(\""user:698665b000366a87a2f0\"")"",""delete(\""user:698665b000366a87a2f0\"")""]",2026-02-12T14:29:19.984+00:00,2026-02-12T14:29:19.984+00:00,698665b000366a87a2f0,5,69856d49001238acbf3e,2026-02-12T14:29:19.294+00:00,2026-02-12T14:29:19.294+00:00,
698e447a0003d2cd6bd0,"[""read(\""user:69866490001ebcf9b432\"")"",""update(\""user:69866490001ebcf9b432\"")"",""delete(\""user:69866490001ebcf9b432\"")""]",2026-02-12T21:22:02.462+00:00,2026-02-12T21:22:02.462+00:00,69866490001ebcf9b432,4,69856d49001238acbf3e,2026-02-12T21:22:01.787+00:00,2026-02-12T21:22:01.787+00:00,
698f365800144b2b372a,"[""read(\""user:698665b000366a87a2f0\"")"",""update(\""user:698665b000366a87a2f0\"")"",""delete(\""user:698665b000366a87a2f0\"")""]",2026-02-13T14:34:00.708+00:00,2026-02-13T14:34:00.708+00:00,698665b000366a87a2f0,6,69856d49001238acbf3e,2026-02-13T14:34:00.012+00:00,2026-02-13T14:34:00.012+00:00,
698f37b8003361904823,"[""read(\""user:698664a80001ecb7e01b\"")"",""update(\""user:698664a80001ecb7e01b\"")"",""delete(\""user:698664a80001ecb7e01b\"")""]",2026-02-13T14:39:53.158+00:00,2026-02-13T21:03:12.025+00:00,698664a80001ecb7e01b,6,69856d49001238acbf3e,2026-02-13T14:39:52.455+00:00,2026-02-13T14:39:52.455+00:00,"Ahorro:$3000 (nómina)
Libertad financiera: $300 (nómina)
Necesidades: 900(nómina) TDC
Juego: 600(nómina)
Educación: 300
Dar: 800"
6990a2df003c9a4a21e1,"[""read(\""user:69866490001ebcf9b432\"")"",""update(\""user:69866490001ebcf9b432\"")"",""delete(\""user:69866490001ebcf9b432\"")""]",2026-02-14T16:29:20.289+00:00,2026-02-14T16:29:20.289+00:00,69866490001ebcf9b432,5,69856d49001238acbf3e,2026-02-14T16:29:19.722+00:00,2026-02-14T16:29:19.722+00:00,
69915dfd002e117b474a,"[""read(\""user:6986666f003860cab686\"")"",""update(\""user:6986666f003860cab686\"")"",""delete(\""user:6986666f003860cab686\"")""]",2026-02-15T05:47:42.399+00:00,2026-02-15T05:47:42.399+00:00,6986666f003860cab686,1,69856d49001238acbf3e,2026-02-15T05:47:41.316+00:00,2026-02-15T05:47:41.316+00:00,
